date;campaign_id;campaign_name;campaign_objective;adset_id;adset_name;ad_id;ad_name;ad_format;creative_type;platform;impressions;clicks;spend;cpc;cpm;ctr;conversions;leads;revenue;roas;reach;frequency;video_views
2024-07-13;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;instagram;20464;333;97,68;0,29;4,77;1,628;18;0;1746,00;17,87;14027;1,43;0
2024-07-14;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;facebook;22299;412;102,29;0,25;4,59;1,849;21;0;2037,00;19,91;14833;1,37;0
2024-07-15;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;instagram;21701;380;108,66;0,29;5,01;1,753;23;0;2231,00;20,53;16730;1,62;0
2024-07-16;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;instagram;28557;518;108,06;0,21;3,78;1,814;34;0;3298,00;30,52;21766;1,54;0
2024-07-17;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;instagram;25811;443;85,52;0,19;3,31;1,718;26;0;2522,00;29,49;18111;1,55;0
2024-07-18;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;instagram;25321;443;101,73;0,23;4,02;1,753;26;0;2522,00;24,79;18777;1,49;0
2024-07-19;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;facebook;17896;296;80,80;0,27;4,52;1,658;18;0;1746,00;21,61;13447;1,46;0
2024-07-20;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;instagram;18701;301;83,24;0,28;4,45;1,615;15;0;1455,00;17,48;13145;1,38;0
2024-07-21;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;instagram;13936;233;64,00;0,27;4,59;1,674;14;0;1358,00;21,22;10620;1,36;0
2024-07-22;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;facebook;15207;289;68,86;0,24;4,53;1,903;17;0;1649,00;23,95;11657;1,59;0
2024-07-23;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;instagram;15678;313;56,99;0,18;3,64;1,997;14;0;1358,00;23,83;11271;1,18;0
2024-07-24;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;facebook;10246;188;53,93;0,29;5,26;1,835;11;0;1067,00;19,78;7981;1,57;0
2024-07-25;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;instagram;11249;188;51,67;0,27;4,59;1,673;12;0;1164,00;22,53;9284;1,29;0
2024-07-26;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;facebook;15253;280;61,58;0,22;4,04;1,836;16;0;1552,00;25,20;12407;1,41;0
2024-07-27;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;instagram;12827;234;37,58;0,16;2,93;1,826;15;0;1455,00;38,72;10464;1,18;0
2024-07-28;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;facebook;10561;184;41,42;0,23;3,92;1,749;9;0;873,00;21,08;7872;1,43;0
2024-07-29;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;facebook;10090;166;45,34;0,27;4,49;1,651;11;0;1067,00;23,53;6680;1,50;0
2024-07-30;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;instagram;9837;197;48,08;0,24;4,89;2,005;9;0;873,00;18,16;8015;1,20;0
2024-07-31;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;instagram;13376;238;50,03;0,21;3,74;1,780;12;0;1164,00;23,27;9683;1,58;0
2024-08-01;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;instagram;4937;83;21,83;0,26;4,42;1,686;2;0;194,00;8,89;3288;1,35;0
2024-08-02;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;instagram;4285;85;19,76;0,23;4,61;1,999;2;0;194,00;9,82;3186;1,53;0
2024-08-03;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;instagram;5224;99;21,41;0,22;4,10;1,904;4;0;388,00;18,12;4024;1,16;0
2024-08-04;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;instagram;5420;107;26,01;0,24;4,80;1,975;3;0;291,00;11,19;4514;1,31;0
2024-08-05;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;facebook;4336;82;25,73;0,31;5,93;1,908;3;0;291,00;11,31;3352;1,44;0
2024-08-06;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;facebook;5467;104;21,10;0,20;3,86;1,903;2;0;194,00;9,19;4105;1,39;0
2024-08-07;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;facebook;4478;87;22,40;0,26;5,00;1,955;2;0;194,00;8,66;3689;1,18;0
2024-08-08;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;facebook;5491;105;21,25;0,20;3,87;1,922;3;0;291,00;13,69;3962;1,22;0
2024-08-09;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;facebook;4214;75;18,00;0,24;4,27;1,798;3;0;291,00;16,17;3282;1,55;0
2024-08-10;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;facebook;5066;81;27,35;0,34;5,40;1,607;2;0;194,00;7,09;3496;1,58;0
2024-08-11;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;instagram;5207;94;24,81;0,26;4,77;1,814;3;0;291,00;11,73;3682;1,52;0
2024-08-12;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;facebook;4658;81;23,53;0,29;5,05;1,749;2;0;194,00;8,24;3155;1,42;0
2024-08-13;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;facebook;5121;95;22,55;0,24;4,40;1,866;3;0;291,00;12,90;3615;1,27;0
2024-08-14;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;facebook;5240;98;20,86;0,21;3,98;1,874;3;0;291,00;13,95;3753;1,41;0
2024-08-15;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;instagram;3118;56;18,83;0,34;6,04;1,811;2;0;194,00;10,30;2199;1,32;0
2024-08-16;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;facebook;4186;82;19,80;0,24;4,73;1,970;2;0;194,00;9,80;3296;1,46;0
2024-08-17;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;facebook;5274;104;22,61;0,22;4,29;1,973;3;0;291,00;12,87;4141;1,66;0
2024-08-18;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;instagram;5649;111;23,31;0,21;4,13;1,983;3;0;291,00;12,48;3990;1,36;0
2024-08-19;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;facebook;4325;87;22,65;0,26;5,24;2,014;2;0;194,00;8,57;3197;1,58;0
2024-08-20;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;facebook;6093;109;20,08;0,18;3,30;1,797;3;0;291,00;14,49;4694;1,55;0
2024-08-21;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;facebook;4168;67;17,54;0,26;4,21;1,614;2;0;194,00;11,06;3423;1,56;0
2024-08-22;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;facebook;5377;91;20,75;0,23;3,86;1,699;3;0;291,00;14,02;4047;1,63;0
2024-08-23;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;facebook;5436;104;26,09;0,25;4,80;1,921;4;0;388,00;14,87;3963;1,42;0
2024-08-24;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;facebook;5879;118;25,28;0,21;4,30;2,012;3;0;291,00;11,51;4549;1,29;0
2024-08-25;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;facebook;5074;82;29,57;0,36;5,83;1,619;2;0;194,00;6,56;3510;1,55;0
2024-08-26;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;facebook;3920;77;20,30;0,26;5,18;1,971;2;0;194,00;9,56;3211;1,32;0
2024-08-27;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;instagram;3796;76;19,03;0,25;5,01;2,014;2;0;194,00;10,19;2846;1,34;0
2024-08-28;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;instagram;7037;121;21,42;0,18;3,04;1,731;3;0;291,00;13,59;4794;1,52;0
2024-08-29;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;facebook;5717;112;24,41;0,22;4,27;1,962;3;0;291,00;11,92;3811;1,44;0
2024-08-30;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;facebook;4855;77;21,92;0,28;4,52;1,604;2;0;194,00;8,85;3757;1,19;0
2024-08-31;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;facebook;6228;121;27,01;0,22;4,34;1,945;3;0;291,00;10,77;4667;1,58;0
2024-09-01;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;instagram;5649;109;25,59;0,23;4,53;1,935;4;0;388,00;15,16;3851;1,50;0
2024-09-02;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;facebook;5181;86;25,65;0,30;4,95;1,676;2;0;194,00;7,56;3532;1,22;0
2024-09-03;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;facebook;4684;83;20,46;0,25;4,37;1,774;3;0;291,00;14,22;3758;1,14;0
2024-09-04;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;instagram;4554;73;24,88;0,34;5,46;1,619;2;0;194,00;7,80;3346;1,64;0
2024-09-05;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;facebook;6386;118;22,06;0,19;3,45;1,860;4;0;388,00;17,59;4916;1,35;0
2024-09-06;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;facebook;3890;72;21,77;0,30;5,60;1,855;2;0;194,00;8,91;2957;1,31;0
2024-09-07;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;instagram;6991;136;23,15;0,17;3,31;1,957;5;0;485,00;20,95;5583;1,40;0
2024-09-08;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;facebook;4855;91;27,04;0,30;5,57;1,880;3;0;291,00;10,76;3343;1,39;0
2024-09-09;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;instagram;4365;73;22,65;0,31;5,19;1,693;2;0;194,00;8,57;2914;1,62;0
2024-09-10;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;instagram;5873;105;24,98;0,24;4,25;1,794;3;0;291,00;11,65;4502;1,62;0
2024-09-11;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;instagram;4412;84;20,29;0,24;4,60;1,921;2;0;194,00;9,56;3602;1,17;0
2024-09-12;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;instagram;4302;84;21,36;0,25;4,97;1,969;2;0;194,00;9,08;2977;1,64;0
2024-09-13;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;facebook;4482;76;20,70;0,27;4,62;1,701;2;0;194,00;9,37;3184;1,14;0
2024-09-14;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;facebook;4895;82;23,42;0,29;4,78;1,679;2;0;194,00;8,28;3740;1,21;0
2024-09-15;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;instagram;4890;95;24,75;0,26;5,06;1,956;2;0;194,00;7,84;3473;1,39;0
2024-09-16;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;facebook;5554;101;22,35;0,22;4,02;1,834;4;0;388,00;17,36;4579;1,45;0
2024-09-17;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;instagram;4782;90;27,07;0,30;5,66;1,901;3;0;291,00;10,75;3568;1,36;0
2024-09-18;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;facebook;6136;111;22,21;0,20;3,62;1,825;3;0;291,00;13,10;4196;1,53;0
2024-09-19;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;facebook;4638;79;20,91;0,26;4,51;1,716;2;0;194,00;9,28;3876;1,60;0
2024-09-20;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;facebook;4454;87;20,25;0,23;4,55;1,961;3;0;291,00;14,37;3629;1,51;0
2024-09-21;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;facebook;5637;99;19,36;0,20;3,43;1,768;3;0;291,00;15,03;4519;1,65;0
2024-09-22;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;facebook;6193;123;19,53;0,16;3,15;1,992;4;0;388,00;19,87;4514;1,62;0
2024-09-23;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;facebook;3905;73;22,70;0,31;5,81;1,889;2;0;194,00;8,55;3267;1,55;0
2024-09-24;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;facebook;3943;72;22,90;0,32;5,81;1,835;2;0;194,00;8,47;2829;1,24;0
2024-09-25;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;facebook;5473;95;21,62;0,23;3,95;1,745;3;0;291,00;13,46;4075;1,40;0
2024-09-26;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;facebook;6407;111;22,01;0,20;3,44;1,743;4;0;388,00;17,63;4445;1,51;0
2024-09-27;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;facebook;4435;88;22,28;0,25;5,02;1,998;2;0;194,00;8,71;3483;1,21;0
2024-09-28;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;facebook;6529;111;25,03;0,23;3,83;1,711;4;0;388,00;15,50;4866;1,42;0
2024-09-29;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;instagram;5356;85;22,06;0,26;4,12;1,594;3;0;291,00;13,19;3931;1,59;0
2024-09-30;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;instagram;4984;93;21,74;0,23;4,36;1,885;3;0;291,00;13,39;3798;1,37;0
2024-10-01;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;facebook;5528;96;22,93;0,24;4,15;1,745;3;0;291,00;12,69;3999;1,59;0
2024-10-02;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;facebook;4801;81;23,29;0,29;4,85;1,707;3;0;291,00;12,49;3308;1,59;0
2024-10-03;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;instagram;5784;100;20,05;0,20;3,47;1,744;3;0;291,00;14,51;4835;1,52;0
2024-10-04;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;facebook;5137;84;20,67;0,25;4,02;1,636;2;0;194,00;9,39;4266;1,64;0
2024-10-05;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;instagram;5914;106;27,47;0,26;4,65;1,803;3;0;291,00;10,59;4935;1,29;0
2024-10-06;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;facebook;7597;144;28,02;0,19;3,69;1,899;5;0;485,00;17,31;6014;1,31;0
2024-10-07;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;facebook;4819;84;23,42;0,28;4,86;1,758;3;0;291,00;12,43;3463;1,37;0
2024-10-08;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;instagram;4614;88;24,53;0,28;5,32;1,915;2;0;194,00;7,91;3607;1,17;0
2024-10-09;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;instagram;6725;124;24,80;0,20;3,69;1,845;4;0;388,00;15,65;4919;1,15;0
2024-10-10;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;facebook;5105;88;20,80;0,24;4,07;1,733;2;0;194,00;9,33;3567;1,37;0
2024-10-11;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;instagram;6096;100;24,15;0,24;3,96;1,655;3;0;291,00;12,05;4176;1,62;0
2024-10-12;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;instagram;4411;86;25,00;0,29;5,67;1,959;3;0;291,00;11,64;2981;1,16;0
2024-10-13;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;facebook;6408;121;24,43;0,20;3,81;1,891;4;0;388,00;15,88;5189;1,20;0
2024-10-14;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;facebook;5249;96;20,26;0,21;3,86;1,837;3;0;291,00;14,36;3489;1,53;0
2024-10-15;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;instagram;4513;80;21,31;0,27;4,72;1,788;2;0;194,00;9,10;3124;1,62;0
2024-10-16;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;instagram;5330;95;26,15;0,28;4,91;1,797;3;0;291,00;11,13;4075;1,46;0
2024-10-17;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS001;Público 25-35 | Interesses Finanças;AD002;Carrossel_Dicas_Financas_v1;Carousel;Educativo;facebook;6257;117;22,62;0,19;3,62;1,884;3;0;291,00;12,86;5081;1,41;0
