date;campaign_id;campaign_name;campaign_type;adgroup_id;adgroup_name;keywords;product;impressions;clicks;spend;cpc;cpm;ctr;conversions;revenue;roas;quality_score;view_rate;avg_position
2024-11-23;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;9305;428;108,03;0,25;11,61;4,608;28;2716,00;25,14;6;;1,70
2024-11-24;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;6829;316;101,85;0,32;14,91;4,636;24;2328,00;22,86;8;;1,50
2024-11-25;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;7405;322;70,06;0,22;9,46;4,361;20;1940,00;27,69;10;;1,50
2024-11-26;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;5275;249;70,72;0,28;13,41;4,735;17;1649,00;23,32;7;;2,30
2024-11-27;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;9166;385;66,07;0,17;7,21;4,204;29;2813,00;42,58;6;;1,60
2024-11-28;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;7749;347;57,46;0,17;7,42;4,484;25;2425,00;42,20;7;;2,00
2024-11-29;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;7863;376;64,29;0,17;8,18;4,783;29;2813,00;43,75;6;;2,10
2024-11-30;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;4472;184;54,68;0,30;12,23;4,119;12;1164,00;21,29;10;;2,20
2024-12-01;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;3788;176;46,20;0,26;12,20;4,665;8;776,00;16,80;10;;1,70
2024-12-02;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;2557;128;37,67;0,29;14,73;5,033;6;582,00;15,45;9;;2,10
2024-12-03;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;2921;146;38,37;0,26;13,14;5,010;7;679,00;17,70;7;;1,70
2024-12-04;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;2880;130;34,03;0,26;11,82;4,536;6;582,00;17,10;9;;2,10
2024-12-05;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;2632;107;30,24;0,28;11,49;4,099;4;388,00;12,83;6;;2,20
2024-12-06;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;4107;187;36,84;0,20;8,97;4,558;10;970,00;26,33;8;;1,60
2024-12-07;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;3419;170;32,59;0,19;9,53;4,999;9;873,00;26,79;9;;1,70
2024-12-08;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;4507;204;37,72;0,18;8,37;4,535;10;970,00;25,72;8;;1,60
2024-12-09;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;2923;136;32,27;0,24;11,04;4,678;6;582,00;18,04;7;;1,30
2024-12-10;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;2990;136;38,27;0,28;12,80;4,560;5;485,00;12,67;7;;1,70
2024-12-11;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;3078;131;34,13;0,26;11,09;4,279;4;388,00;11,37;8;;1,50
2024-12-12;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;2573;104;39,23;0,38;15,25;4,048;4;388,00;9,89;10;;2,10
2024-12-13;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;3946;175;33,37;0,19;8,46;4,458;6;582,00;17,44;6;;1,90
2024-12-14;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;3715;174;37,69;0,22;10,14;4,698;6;582,00;15,44;7;;2,20
2024-12-15;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;4324;191;41,67;0,22;9,64;4,427;6;582,00;13,97;6;;2,10
2024-12-16;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;3742;160;37,41;0,23;10,00;4,278;7;679,00;18,15;10;;2,00
2024-12-17;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;3938;187;37,31;0,20;9,47;4,752;7;679,00;18,20;9;;1,80
2024-12-18;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;3488;171;27,96;0,16;8,02;4,913;7;679,00;24,28;7;;1,80
2024-12-19;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;3162;132;29,57;0,22;9,35;4,197;6;582,00;19,68;10;;2,20
2024-12-20;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;2523;104;35,76;0,34;14,17;4,141;4;388,00;10,85;8;;1,90
2024-12-21;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;3431;143;38,02;0,27;11,08;4,183;5;485,00;12,76;10;;1,50
2024-12-22;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;3217;152;36,97;0,24;11,49;4,741;5;485,00;13,12;6;;1,50
2024-12-23;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;4176;181;29,62;0,16;7,09;4,342;8;776,00;26,20;9;;1,70
2024-12-24;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;2829;138;32,99;0,24;11,66;4,881;7;679,00;20,58;10;;1,40
2024-12-25;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;4418;198;38,25;0,19;8,66;4,504;9;873,00;22,82;9;;1,90
2024-12-26;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;2761;130;30,31;0,23;10,98;4,725;5;485,00;16,00;6;;2,20
2024-12-27;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;3026;147;36,95;0,25;12,21;4,866;7;679,00;18,38;6;;2,20
2024-12-28;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;3880;165;35,73;0,22;9,21;4,255;6;582,00;16,29;7;;1,50
2024-12-29;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;3342;151;41,49;0,27;12,42;4,523;7;679,00;16,37;10;;1,40
2024-12-30;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;4256;205;37,00;0,18;8,69;4,822;7;679,00;18,35;8;;1,50
2024-12-31;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;2387;108;27,58;0,26;11,55;4,562;5;485,00;17,59;6;;1,60
2025-01-01;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;4565;193;40,68;0,21;8,91;4,233;7;679,00;16,69;9;;2,00
2025-01-02;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;4350;210;38,24;0,18;8,79;4,846;10;970,00;25,37;10;;2,30
2025-01-03;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;3130;149;35,41;0,24;11,31;4,775;5;485,00;13,70;9;;1,50
2025-01-04;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;3220;144;39,82;0,28;12,37;4,488;6;582,00;14,62;9;;1,80
2025-01-05;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;3235;130;42,20;0,32;13,04;4,038;5;485,00;11,49;9;;1,50
2025-01-06;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;3171;153;36,23;0,24;11,42;4,839;8;776,00;21,42;10;;2,10
2025-01-07;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;3752;156;33,09;0,21;8,82;4,167;5;485,00;14,66;9;;2,20
2025-01-08;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;3153;127;29,62;0,23;9,39;4,041;4;388,00;13,10;8;;1,80
2025-01-09;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;2509;110;28,92;0,26;11,53;4,406;5;485,00;16,77;6;;1,50
2025-01-10;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;1908;90;39,52;0,44;20,71;4,744;3;291,00;7,36;9;;2,10
2025-01-11;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;3135;144;40,30;0,28;12,85;4,614;6;582,00;14,44;10;;1,90
2025-01-12;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;4101;185;38,17;0,21;9,31;4,533;7;679,00;17,79;10;;2,30
2025-01-13;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;3302;137;30,17;0,22;9,14;4,156;6;582,00;19,29;6;;1,30
2025-01-14;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;2134;91;33,63;0,37;15,76;4,290;3;291,00;8,65;10;;2,10
2025-01-15;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;2814;119;34,35;0,29;12,21;4,248;6;582,00;16,94;6;;2,00
2025-01-16;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;3336;148;34,36;0,23;10,30;4,439;7;679,00;19,76;9;;1,80
2025-01-17;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;3055;141;34,29;0,24;11,22;4,628;6;582,00;16,97;9;;1,50
2025-01-18;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;4646;184;45,91;0,25;9,88;3,965;8;776,00;16,90;8;;1,70
2025-01-19;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;3708;168;41,30;0,25;11,14;4,554;6;582,00;14,09;10;;1,60
2025-01-20;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;2485;108;39,86;0,37;16,04;4,369;5;485,00;12,17;10;;1,60
2025-01-21;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;3069;149;30,77;0,21;10,03;4,884;7;679,00;22,07;6;;1,40
2025-01-22;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;3136;146;35,44;0,24;11,30;4,670;7;679,00;19,16;8;;1,90
2025-01-23;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;4279;193;38,94;0,20;9,10;4,520;8;776,00;19,93;10;;1,50
2025-01-24;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;2668;107;34,40;0,32;12,89;4,045;5;485,00;14,10;7;;1,60
2025-01-25;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;2727;109;39,18;0,36;14,37;3,999;4;388,00;9,90;8;;1,50
2025-01-26;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;3250;154;40,05;0,26;12,32;4,743;7;679,00;16,95;10;;1,70
2025-01-27;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;3537;173;35,72;0,21;10,10;4,908;8;776,00;21,72;8;;1,60
2025-01-28;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;2620;118;36,88;0,31;14,08;4,527;5;485,00;13,15;7;;2,00
2025-01-29;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;2638;125;30,79;0,25;11,67;4,739;5;485,00;15,75;9;;1,60
2025-01-30;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;2545;123;32,79;0,27;12,88;4,836;4;388,00;11,83;7;;1,30
2025-01-31;GCAMP001;Search | Finanças do Zero | Marca;Search;GAG001;Marca Lucas Martins;"lucas martins investimentos; carteira inteligente curso";Finanças do Zero;2765;131;36,47;0,28;13,19;4,739;5;485,00;13,30;8;;2,20
2024-02-01;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG002;Curso Finanças Iniciantes;"curso financas pessoais; como investir dinheiro";Finanças do Zero;1584;65;23,09;0,36;14,58;4,112;2;194,00;8,40;10;;1,70
2024-02-02;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG002;Curso Finanças Iniciantes;"curso financas pessoais; como investir dinheiro";Finanças do Zero;2017;100;25,29;0,25;12,54;4,958;4;388,00;15,34;8;;2,00
2024-02-03;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG002;Curso Finanças Iniciantes;"curso financas pessoais; como investir dinheiro";Finanças do Zero;3517;155;27,37;0,18;7,78;4,426;6;582,00;21,26;7;;2,20
2024-02-04;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG002;Curso Finanças Iniciantes;"curso financas pessoais; como investir dinheiro";Finanças do Zero;2807;119;24,49;0,21;8,73;4,246;4;388,00;15,84;6;;2,00
2024-02-05;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG002;Curso Finanças Iniciantes;"curso financas pessoais; como investir dinheiro";Finanças do Zero;2199;88;23,93;0,27;10,88;4,018;3;291,00;12,16;9;;1,70
2024-02-06;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG002;Curso Finanças Iniciantes;"curso financas pessoais; como investir dinheiro";Finanças do Zero;2390;110;22,60;0,21;9,45;4,604;4;388,00;17,17;10;;1,50
2024-02-07;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG002;Curso Finanças Iniciantes;"curso financas pessoais; como investir dinheiro";Finanças do Zero;2493;104;25,30;0,24;10,15;4,178;4;388,00;15,34;6;;1,70
2024-02-08;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG002;Curso Finanças Iniciantes;"curso financas pessoais; como investir dinheiro";Finanças do Zero;1645;80;22,85;0,29;13,89;4,891;3;291,00;12,74;9;;1,80
2024-02-09;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG002;Curso Finanças Iniciantes;"curso financas pessoais; como investir dinheiro";Finanças do Zero;2072;102;24,20;0,24;11,68;4,944;5;485,00;20,04;7;;1,70
2024-02-10;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG002;Curso Finanças Iniciantes;"curso financas pessoais; como investir dinheiro";Finanças do Zero;2360;115;25,25;0,22;10,70;4,890;5;485,00;19,21;9;;1,30
2024-02-11;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG002;Curso Finanças Iniciantes;"curso financas pessoais; como investir dinheiro";Finanças do Zero;2874;134;22,50;0,17;7,83;4,695;5;485,00;21,56;7;;1,50
2024-02-12;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG002;Curso Finanças Iniciantes;"curso financas pessoais; como investir dinheiro";Finanças do Zero;3299;150;23,96;0,16;7,26;4,576;6;582,00;24,29;8;;1,70
2024-02-13;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG002;Curso Finanças Iniciantes;"curso financas pessoais; como investir dinheiro";Finanças do Zero;2245;105;27,11;0,26;12,08;4,686;5;485,00;17,89;7;;1,80
2024-02-14;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG002;Curso Finanças Iniciantes;"curso financas pessoais; como investir dinheiro";Finanças do Zero;2300;108;29,46;0,27;12,81;4,709;3;291,00;9,88;10;;1,30
2024-02-15;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG002;Curso Finanças Iniciantes;"curso financas pessoais; como investir dinheiro";Finanças do Zero;2353;109;20,23;0,19;8,60;4,652;3;291,00;14,38;9;;1,50
2024-02-16;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG002;Curso Finanças Iniciantes;"curso financas pessoais; como investir dinheiro";Finanças do Zero;2965;141;26,06;0,18;8,79;4,782;5;485,00;18,61;10;;2,00
2024-02-17;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG002;Curso Finanças Iniciantes;"curso financas pessoais; como investir dinheiro";Finanças do Zero;1747;73;29,84;0,41;17,08;4,235;3;291,00;9,75;7;;1,70
2024-02-18;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG002;Curso Finanças Iniciantes;"curso financas pessoais; como investir dinheiro";Finanças do Zero;3115;123;28,42;0,23;9,12;3,968;5;485,00;17,07;7;;1,80
2024-02-19;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG002;Curso Finanças Iniciantes;"curso financas pessoais; como investir dinheiro";Finanças do Zero;2248;110;25,41;0,23;11,30;4,896;5;485,00;19,09;7;;2,10
2024-02-20;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG002;Curso Finanças Iniciantes;"curso financas pessoais; como investir dinheiro";Finanças do Zero;2721;129;24,04;0,19;8,83;4,759;5;485,00;20,17;10;;1,60
2024-02-21;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG002;Curso Finanças Iniciantes;"curso financas pessoais; como investir dinheiro";Finanças do Zero;3128;157;28,15;0,18;9,00;5,033;7;679,00;24,12;10;;2,20
2024-02-22;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG002;Curso Finanças Iniciantes;"curso financas pessoais; como investir dinheiro";Finanças do Zero;2360;118;31,15;0,26;13,20;5,036;4;388,00;12,46;8;;1,70
2024-02-23;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG002;Curso Finanças Iniciantes;"curso financas pessoais; como investir dinheiro";Finanças do Zero;2718;125;28,90;0,23;10,63;4,629;4;388,00;13,43;8;;1,40
2024-02-24;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG002;Curso Finanças Iniciantes;"curso financas pessoais; como investir dinheiro";Finanças do Zero;3219;148;30,40;0,21;9,44;4,616;6;582,00;19,14;9;;1,50
2024-02-25;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG002;Curso Finanças Iniciantes;"curso financas pessoais; como investir dinheiro";Finanças do Zero;2556;126;23,51;0,19;9,20;4,943;6;582,00;24,76;8;;1,50
2024-02-26;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG002;Curso Finanças Iniciantes;"curso financas pessoais; como investir dinheiro";Finanças do Zero;1620;75;20,00;0,27;12,34;4,654;3;291,00;14,55;6;;2,10
2024-02-27;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG002;Curso Finanças Iniciantes;"curso financas pessoais; como investir dinheiro";Finanças do Zero;1739;71;28,39;0,40;16,33;4,087;3;291,00;10,25;8;;1,50
2024-02-28;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG002;Curso Finanças Iniciantes;"curso financas pessoais; como investir dinheiro";Finanças do Zero;2574;110;23,53;0,21;9,14;4,276;5;485,00;20,61;10;;1,40
2024-02-29;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG002;Curso Finanças Iniciantes;"curso financas pessoais; como investir dinheiro";Finanças do Zero;2890;143;20,24;0,14;7,00;4,968;7;679,00;33,55;8;;1,80
2024-03-01;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG002;Curso Finanças Iniciantes;"curso financas pessoais; como investir dinheiro";Finanças do Zero;5318;262;46,04;0,18;8,66;4,943;20;1940,00;42,14;8;;1,80
2024-03-02;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG002;Curso Finanças Iniciantes;"curso financas pessoais; como investir dinheiro";Finanças do Zero;4451;197;65,43;0,33;14,70;4,439;13;1261,00;19,27;7;;1,90
2024-03-03;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG002;Curso Finanças Iniciantes;"curso financas pessoais; como investir dinheiro";Finanças do Zero;5947;281;61,98;0,22;10,42;4,734;17;1649,00;26,61;10;;2,20
2024-03-04;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG002;Curso Finanças Iniciantes;"curso financas pessoais; como investir dinheiro";Finanças do Zero;3610;148;63,05;0,43;17,47;4,117;11;1067,00;16,92;7;;1,70
2024-03-05;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG002;Curso Finanças Iniciantes;"curso financas pessoais; como investir dinheiro";Finanças do Zero;4101;204;62,65;0,31;15,28;4,993;12;1164,00;18,58;8;;1,70
2024-03-06;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG002;Curso Finanças Iniciantes;"curso financas pessoais; como investir dinheiro";Finanças do Zero;6064;274;74,56;0,27;12,30;4,528;17;1649,00;22,12;8;;1,90
2024-03-07;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG002;Curso Finanças Iniciantes;"curso financas pessoais; como investir dinheiro";Finanças do Zero;7732;341;77,12;0,23;9,97;4,417;26;2522,00;32,70;8;;2,20
2024-03-08;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG002;Curso Finanças Iniciantes;"curso financas pessoais; como investir dinheiro";Finanças do Zero;7106;333;77,91;0,23;10,96;4,689;25;2425,00;31,13;8;;1,80
2024-03-09;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG002;Curso Finanças Iniciantes;"curso financas pessoais; como investir dinheiro";Finanças do Zero;10280;500;95,30;0,19;9,27;4,873;33;3201,00;33,59;7;;2,00
2024-03-10;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG002;Curso Finanças Iniciantes;"curso financas pessoais; como investir dinheiro";Finanças do Zero;9112;451;88,37;0,20;9,70;4,951;35;3395,00;38,42;9;;1,90
2024-03-11;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG002;Curso Finanças Iniciantes;"curso financas pessoais; como investir dinheiro";Finanças do Zero;12177;587;122,65;0,21;10,07;4,824;37;3589,00;29,26;8;;1,80
2024-03-12;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG002;Curso Finanças Iniciantes;"curso financas pessoais; como investir dinheiro";Finanças do Zero;7532;309;102,07;0,33;13,55;4,105;20;1940,00;19,01;8;;1,60
2024-03-13;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG002;Curso Finanças Iniciantes;"curso financas pessoais; como investir dinheiro";Finanças do Zero;12150;545;135,30;0,25;11,14;4,493;42;4074,00;30,11;8;;1,60
2024-03-14;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG002;Curso Finanças Iniciantes;"curso financas pessoais; como investir dinheiro";Finanças do Zero;9672;398;135,41;0,34;14,00;4,120;27;2619,00;19,34;7;;1,80
2024-03-15;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG002;Curso Finanças Iniciantes;"curso financas pessoais; como investir dinheiro";Finanças do Zero;8492;401;148,77;0,37;17,52;4,728;31;3007,00;20,21;10;;2,30
2024-03-16;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG002;Curso Finanças Iniciantes;"curso financas pessoais; como investir dinheiro";Finanças do Zero;11292;497;150,49;0,30;13,33;4,409;39;3783,00;25,14;6;;1,70
2024-03-17;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG002;Curso Finanças Iniciantes;"curso financas pessoais; como investir dinheiro";Finanças do Zero;11578;511;129,51;0,25;11,19;4,416;29;2813,00;21,72;8;;1,70
2024-03-18;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG002;Curso Finanças Iniciantes;"curso financas pessoais; como investir dinheiro";Finanças do Zero;14552;698;113,70;0,16;7,81;4,799;42;4074,00;35,83;6;;1,70
